name,color1_ratio,color1_R,color1_G,color1_B,color1_H,color1_S,color1_V,color2_ratio,color2_R,color2_G,color2_B,color2_H,color2_S,color2_V,color3_ratio,color3_R,color3_G,color3_B,color3_H,color3_S,color3_V
395456,0.5519907228449942,19.320905347435442,74.59545085294587,101.89691588000778,199.8373340036519,0.8103877317524758,0.3995957485490501,0.3330344027831465,118.23904363974766,136.79475394615608,161.91977715877204,214.51181496529568,0.2697677472480264,0.6349795182696942,0.1149748743718593,225.5490855298563,231.38313609466474,234.05634749865274,198.8536199810916,0.03634706795911787,0.9178680294064814
395457,0.3668891563628406,235.8537130927478,237.49925439903532,243.4670444378068,227.03163255316247,0.03127048000537016,0.9547727232855169,0.3543604333078017,9.342645469976532,49.42676338940244,111.80583423367011,216.5276963933632,0.9164386587335797,0.43845425189674553,0.2787504103293577,111.74219516984068,129.04810524249106,134.9516984095791,195.26166184456756,0.17198378022110897,0.5292223467042318
395458,0.47915258057245885,29.906952123272838,32.739912951413544,34.29808257852385,201.29068552605185,0.12802845305412397,0.13450228462166214,0.3271354518819022,91.20692029609197,114.82131175761793,136.1549320020684,208.4777271804624,0.33012400685781695,0.5339409098120329,0.19371196754563894,242.47294938917292,243.43310063989676,245.64601512506738,221.8443487029775,0.012917228615652145,0.9633177063728132
395459,0.4544069791594544,251.01775102847884,250.91848240131648,250.725811366769,39.59812108139795,0.001163023971466897,0.9843833373665837,0.33431420065083434,39.300629970037974,44.0664050397439,34.90901580087508,91.22576716174157,0.20780885644312674,0.17280943152840744,0.21127882018971128,98.98008885963617,98.58351160112488,67.68356096757539,59.23970366320691,0.3161901373562357,0.3881572112142595
395460,0.43850991229801756,125.79452054794689,27.66042832336258,34.18509228889789,356.0107661969685,0.7801142036801219,0.49331184528606625,0.3978173204365359,49.913949532194536,48.407215764103725,50.21909554862074,289.8951568740788,0.03607949853980947,0.19693762960243427,0.16367276726544655,228.92126119917774,229.31030323913262,230.06082012407256,219.51617780585767,0.004953294195336129,0.9021992946042061
395461,0.5648236415633937,228.98983635427203,183.38959418800076,94.26396125340943,39.69198917484886,0.5883487112171525,0.8979993582520471,0.271521531893729,229.24660357198093,229.0050373988745,227.3520836513674,52.34952864380972,0.008264113365669377,0.8990062885175722,0.16365482654287727,27.74195998984601,28.178146366175298,29.44707520892601,224.65137001482043,0.057904399910085044,0.11547872630951377
395463,0.4105060858424087,172.25795880149812,164.35455680399548,141.83270911360725,44.41412561229066,0.17662608972948227,0.6755214070646985,0.33549007046764895,235.219591369106,233.1907580675929,227.85296925720658,43.47546592702861,0.03131806355508774,0.9224297700749255,0.25400384368994233,102.08095838587911,105.14602774275083,82.76645649432373,68.21750154955397,0.2128427647612206,0.4123373636970621
395464,0.41799013742340185,254.3916805830008,254.44262508413868,254.25914680426413,76.65957447585336,0.0007210988324533907,0.9978142160162301,0.3982105950179484,29.463133692956134,27.196294020015586,31.241457806853333,273.6229600440375,0.12948063473370866,0.12251552081118953,0.1837992675586497,213.24558634973585,212.95961140149686,212.06262945063622,45.49524762280021,0.005547392184518756,0.8362572013715132
395465,0.4117048691170487,150.24028326745795,155.17687747035535,158.09486166007906,202.29006353134105,0.04968269246795182,0.6199798496473689,0.32578326325783263,233.41527893422315,234.2335553705206,232.38093255619918,86.50112359532338,0.007909297245609627,0.9185629622373357,0.2625118676251187,44.61550387597045,60.89767441860056,76.51782945736002,209.37746027118143,0.41692669287185313,0.30006991944062755
395468,0.584375,34.52026143790262,45.42364824716392,48.089007724308686,191.78602394451906,0.2821589990834258,0.1885843440168968,0.2242361111111111,181.93380760902855,168.10825858336082,117.34859263841851,47.15599318021083,0.3549929274794388,0.7134659121922688,0.1913888888888889,223.24600290697325,221.78670058139278,228.0207122093038,254.04523198879056,0.027339672644249708,0.8941988714090345
395469,0.49549360231624173,103.26638726690554,121.71524769260263,142.89296477677894,212.06592910361684,0.27731650450234746,0.5603645677520742,0.288012515176987,19.101418727188417,19.575841102554847,20.21694365625777,214.48255813903353,0.05517772359839669,0.07928213198532458,0.21649388250677126,219.1958517878258,207.79701847251562,195.69968672356026,30.891845667241398,0.10719256259926419,0.8595915756385326
395470,0.4580171663142182,75.6604183645635,67.15498505841326,58.137462646021376,30.876717001058978,0.23160003734197188,0.29670752299828823,0.4330762532653315,179.32476669059227,128.7195979899487,87.59339554917511,26.899981061465837,0.5115376578166185,0.7032343791787932,0.1089065804204503,240.1667618503729,236.29868646487597,228.20559680183027,40.596829640930935,0.04980358212929821,0.9418304386289134
395471,0.47202178906075326,72.08138483399532,94.75980708780797,125.93601171249887,214.73373386657155,0.42763484523750883,0.4938667125980348,0.4673875485274091,18.512894107421488,18.71567732118273,19.51893889975627,227.90611221450885,0.051541981738943005,0.07654485843041675,0.06059066241183764,210.0103991948929,213.80241529687635,219.45957732304595,215.9216131780681,0.043056576720932035,0.8606257934237096
395472,0.8346949969687346,34.91166908764405,35.15297087915333,37.82406446705153,235.0287973971782,0.07699847756828083,0.14832966457667265,0.11279193972112359,236.68555900620962,237.48033126293453,235.2707039337589,81.58116654960354,0.009304464573654227,0.9312954167173904,0.052513063310141744,175.1445459430434,175.2294465341211,175.97743148844305,233.8838709678657,0.004732911137269121,0.6901075744644826
395473,0.5010872191350568,220.30336266120543,205.5165722550376,188.78666988067764,31.849602667757722,0.14306042540528935,0.8639347555341389,0.3926673109446726,200.99953846153846,126.48969230769026,99.64584615385112,15.891189877334,0.504248383272191,0.788233484162896,0.10624546992027059,80.0250142126242,64.66856168277249,54.479249573621416,23.93190163568852,0.31922224432386115,0.3138235851475459
395474,0.5349328541246752,213.5591065916103,205.53922280734994,184.12452333393398,43.652120268081944,0.13782874318707533,0.8374866925161187,0.40637217999465747,63.304051631396845,64.05025696188866,51.813433727714894,63.65881887583973,0.19105033788474815,0.25117747828191633,0.05869496588066733,252.63177492759618,252.50393049234185,251.60239966901355,52.54823151100197,0.004074607237659091,0.9907128428533184
395475,0.5524393456757598,213.32420012137024,207.15659412123756,191.43631318825348,43.09309797063787,0.1026038626684816,0.8365654906720401,0.31901899264723493,98.95474332033535,94.1263884719228,78.36483038125434,45.92994094914883,0.2080740371629033,0.3880578169424916,0.12854166167700526,34.158493380581504,32.521722916270946,29.87339175833408,37.08193725237095,0.12544761780048022,0.1339548760022804
395476,0.5800661313179027,30.43145771128657,36.21700857024847,38.08325900648508,194.63381259579506,0.20092296444207963,0.14934611375092188,0.40720246530355175,224.0524193548752,226.22337604953407,233.6249447635971,226.39257707680267,0.0409739012176472,0.9161762539748907,0.012731403378545562,126.89399293286228,129.82332155477016,129.1961130742049,167.1531966224381,0.02256396298312273,0.5091110649206673
395477,0.4211521833117164,225.91633517259504,214.41768253561148,234.31618118825082,274.6719202419577,0.08492157285822612,0.918886985051964,0.3507349762213575,32.56101694915678,31.100000000002638,45.941140215721475,245.90662278471052,0.3230468409367007,0.18016133417929991,0.22811284046692606,117.07059938403184,135.94195688225545,162.2878464818748,214.95908038268362,0.2786237421844961,0.6364229273799011
395479,0.5125265111346765,199.33906633906955,188.1431527221004,169.45545066598112,37.52096585745164,0.14991349273331767,0.7817218287806649,0.3697640509013786,83.52052339129446,80.31941208101841,69.02724502599392,46.747878997728776,0.17352954431810003,0.3275314642795861,0.11770943796394485,220.66159909909734,105.96114864864887,54.51295045045214,18.57909719398117,0.7529567868944391,0.8653396043101856
395480,0.5100413253099398,20.950675195442813,17.03909026297289,20.228144989333487,311.08292753832285,0.1867044806899956,0.08215951057036397,0.24911186833901255,67.96071012805703,81.99272409778838,98.97555296856778,212.85426069984186,0.3133586215008094,0.38813942340614815,0.24084680635104763,225.46568332329062,226.30794701986957,223.1125827814522,75.81535562899292,0.014119540566274668,0.8874821451759591
395485,0.9695485345742509,223.97145503536692,226.94349949477953,236.67952172448628,225.96775796609273,0.053693139974790687,0.9281549871548481,0.019103600293901544,45.957264957265465,58.880341880342,60.04700854700849,184.96815286624147,0.23464522098070392,0.23547846489022936,0.011347865131847499,161.81294964028766,161.79856115107924,166.80575539568338,240.1724137931007,0.030018114379365742,0.654140217237974
395486,0.5628199313160112,31.641270571991363,33.39222004832996,40.61940384394436,228.2985732781996,0.22103065092845967,0.15929177978017398,0.3631179939091557,114.80307088019634,115.760221389033,117.91894304588334,221.5688746275836,0.02642384747694503,0.46242722763091504,0.07406207477483315,242.74365704286743,243.50568678914806,243.93088363954442,201.4885777451317,0.0048670614354487975,0.956591700547233
395487,0.4148286096723506,78.17045454545976,76.66077441078176,66.7196969697099,52.08953578123857,0.14648446964179684,0.3065508021390579,0.2946516906244544,216.61492890995402,223.07879146919848,235.30568720380194,219.25007923930386,0.07943181703746736,0.9227674007992233,0.290519699703195,158.5269485073151,159.9949909837712,162.65377679823524,218.6561149682029,0.02537185654188221,0.6378579482283735
395488,0.5624509033778476,24.282937616383734,25.600791433896347,27.944483240234476,218.40495867764176,0.13102928375425635,0.10958620878523324,0.3684865147944488,48.09788594777048,118.18546811156767,187.5112808669486,209.83607685426685,0.743493374236513,0.7353383563409749,0.06906258182770358,237.52037914691604,239.4540284360185,240.92890995260834,205.96218020022212,0.014147454559781822,0.9448192547161112
395489,0.6260147253162167,189.89535585042574,130.99396863691243,99.16576196220365,21.048175337754174,0.47778732387582334,0.7446876700016696,0.22087974325089674,54.14672364671796,46.30626780626568,51.51424501423984,320.1453488372145,0.14480018941880185,0.2123400927322273,0.15310553143288655,242.9613645704892,241.75297986025106,239.02671598848312,41.57317455341291,0.01619454430115592,0.9527896649823105
395490,0.6567817817817818,24.24321234639283,24.94684195484721,25.342574068770723,201.59792027691606,0.043380033906367084,0.09938264340694401,0.22685185185185186,75.71822442790062,99.92142266335864,119.77474496828853,207.03798038712083,0.3678281306468427,0.4697048822285825,0.11636636636636637,229.68225806451872,231.31989247311415,232.0424731182713,198.36902050111823,0.010171478617837305,0.9099704828167502
